SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
40,3,6,1,0,Alabama,Alabama,5024294,5031864,5050380,5073903,5108468,7570,18516,23523,34565,13867,57184,58106,58251,15165,69135,67208,59813,-1298,-11951,-9102,-1562,125,1806,4374,5384,9615,27715,28464,30744,9740,29521,32838,36128,-872,946,-213,-1,127914,131372,134653,141654,144014,11.34350647,11.47854125,11.4415395,13.71420886,13.2765945,11.74834427,-2.370702395,-1.798053255,-0.306804771,0.358253579,0.864061188,1.057514011,5.497784025,5.622916704,6.038672133,5.856037604,6.486977893,7.096186144
50,3,6,1,1,Alabama,Autauga County,58809,58915,59203,59726,60342,106,288,523,616,162,686,706,714,176,696,687,621,-14,-10,19,93,0,15,22,34,100,242,507,491,100,257,529,525,20,41,-25,-2,484,484,484,484,484,11.61550314,11.87262989,11.89326049,11.78482534,11.55311152,10.34413832,-0.169322203,0.319518368,1.549122164,0.253983305,0.369968637,0.566345737,4.097597318,8.526095402,8.178698737,4.351580623,8.896064038,8.745044475
50,3,6,1,3,Alabama,Baldwin County,231768,233227,239439,246531,253507,1459,6212,7092,6976,560,2337,2511,2531,602,2948,3022,2640,-42,-611,-511,-109,11,105,250,291,1613,6972,7036,6804,1624,7077,7286,7095,-123,-254,317,-10,3549,3448,3351,3468,3493,9.888589406,10.33397123,10.12323063,12.47392451,12.43698171,10.5591975,-2.585335099,-2.103010474,-0.435966867,0.444288356,1.028870095,1.163911543,29.50074683,28.95651995,27.21393174,29.94503518,29.98539005,28.37784328
50,3,6,1,5,Alabama,Barbour County,25229,24969,24533,24700,24585,-260,-436,167,-115,60,270,278,267,92,390,363,350,-32,-120,-85,-83,0,0,2,13,-186,-313,237,-45,-186,-313,239,-32,-42,-3,13,0,2721,2482,2248,2702,2702,10.90865016,11.29323828,10.83493964,15.75693911,14.74620681,14.20310439,-4.848288958,-3.452968537,-3.368164756,0,0.081246319,0.527543877,-12.6459537,9.627688745,-1.826113422,-12.6459537,9.708935064,-1.298569544
50,3,6,1,7,Alabama,Bibb County,22301,22188,22359,21986,21868,-113,171,-373,-118,56,240,236,240,55,325,314,290,1,-85,-78,-50,0,1,1,1,-101,254,-303,-69,-101,255,-302,-68,-13,1,7,0,2141,2060,1994,2025,1894,10.77513637,10.64381554,10.94540977,14.59133051,14.16168677,13.22570347,-3.816194132,-3.517871237,-2.280293702,0.044896402,0.045100913,0.045605874,11.403686,-13.66557673,-3.146805309,11.4485824,-13.62047581,-3.101199434
50,3,6,1,9,Alabama,Blount County,59130,59107,59079,59516,59816,-23,-28,437,300,137,654,693,698,199,875,846,776,-62,-221,-153,-78,1,9,8,24,21,141,589,358,22,150,597,382,17,43,-7,-4,616,616,616,616,616,11.0673007,11.68683334,11.69845473,14.80716836,14.2670433,13.00573191,-3.739867666,-2.580209958,-1.307277176,0.152302303,0.134912939,0.402239131,2.386069416,9.932965133,6.00006704,2.538371719,10.06787807,6.402306171
50,3,6,1,11,Alabama,Bullock County,10360,10229,10143,10143,9897,-131,-86,0,-246,24,111,103,102,41,160,138,133,-17,-49,-35,-31,0,1,5,6,-94,-42,32,-219,-94,-41,37,-213,-20,4,-2,-2,1705,1631,1578,1648,1615,10.89731003,10.15478655,10.17964072,15.70783428,13.60544218,13.27345309,-4.810524249,-3.450655625,-3.093812375,0.098173964,0.492950804,0.598802395,-4.123306499,3.154885143,-21.85628743,-4.025132535,3.647835946,-21.25748503
50,3,6,1,13,Alabama,Butler County,19046,19025,18890,18668,18382,-21,-135,-222,-286,47,227,207,212,88,297,312,299,-41,-70,-105,-87,0,5,6,8,15,-75,-117,-207,15,-70,-111,-199,5,5,-6,0,285,285,285,285,285,11.97415271,11.02295117,11.4439946,15.66662271,16.61430321,16.14035088,-3.692469999,-5.591352042,-4.696356275,0.263747857,0.319505831,0.431848853,-3.956217856,-6.230363704,-11.17408907,-3.692469999,-5.910857873,-10.74224022
50,3,6,1,15,Alabama,Calhoun County,116441,116243,115678,115780,116429,-198,-565,102,649,305,1250,1334,1346,397,1843,1852,1649,-92,-593,-518,-303,0,12,22,29,-115,-70,635,923,-115,-58,657,952,9,86,-37,0,5632,5554,5407,5749,5936,10.77953269,11.52692929,11.59300458,15.89334299,16.00290334,14.20272255,-5.113810306,-4.475974043,-2.60971797,0.103483514,0.190099284,0.249774987,-0.60365383,5.486956597,7.949734937,-0.500170317,5.677055881,8.199509924
50,3,6,1,17,Alabama,Chambers County,34772,34651,34488,34164,34079,-121,-163,-324,-85,87,392,401,398,167,592,558,511,-80,-200,-157,-113,2,22,49,55,-51,-6,-208,-26,-49,16,-159,29,8,21,-8,-1,860,860,856,860,860,11.33947555,11.68210686,11.66419999,17.12492226,16.25589932,14.97589496,-5.785446709,-4.573792461,-3.311694972,0.636399138,1.427489367,1.611886934,-0.173563401,-6.059546699,-0.761982914,0.462835737,-4.632057333,0.84990402
50,3,6,1,19,Alabama,Cherokee County,24973,24969,25074,25353,25666,-4,105,279,313,62,254,238,230,122,442,456,409,-60,-188,-218,-179,0,7,14,14,59,284,476,482,59,291,490,496,-3,2,7,-4,278,278,278,278,278,10.15126991,9.43938763,9.016248849,17.66480827,18.08554941,16.03324252,-7.513538357,-8.646161778,-7.016993669,0.279759407,0.555258096,0.548815147,11.3502388,18.87877526,18.8949215,11.6299982,19.43403336,19.44373665
50,3,6,1,21,Alabama,Chilton County,45011,45057,45259,45848,46431,46,202,589,583,147,534,540,548,143,659,643,588,4,-125,-103,-40,1,20,26,49,26,289,656,577,27,309,682,626,15,18,10,-3,388,388,388,388,388,11.82514726,11.85419342,11.87702511,14.59320608,14.11527106,12.74396125,-2.768058816,-2.261077634,-0.866936139,0.442889411,0.570757461,1.061996771,6.399751982,14.40064979,12.50555381,6.842641392,14.97140725,13.56755058
50,3,6,1,23,Alabama,Choctaw County,12669,12626,12548,12431,12252,-43,-78,-117,-179,33,131,141,108,53,205,213,200,-20,-74,-72,-92,0,1,2,2,-22,-12,-41,-88,-22,-11,-39,-86,-1,7,-6,-1,66,66,66,66,66,10.40756336,11.28948317,8.750962201,16.28664495,17.05432563,16.20548556,-5.879081592,-5.764842468,-7.454523356,0.079447049,0.160134513,0.162054856,-0.953364583,-3.282757516,-7.130413645,-0.873917534,-3.122623003,-6.968358789
50,3,6,1,25,Alabama,Clarke County,23091,22987,22740,22574,22337,-104,-247,-166,-237,57,300,289,293,101,435,390,366,-44,-135,-101,-73,0,0,0,0,-56,-120,-58,-165,-56,-120,-58,-165,-4,8,-7,1,372,372,372,372,372,13.12135062,12.75543982,13.04802832,19.02595841,17.21322329,16.29890227,-5.904607781,-4.457783466,-3.250873951,0,0,0,-5.24854025,-2.559915258,-7.347865779,-5.24854025,-2.559915258,-7.347865779
50,3,6,1,27,Alabama,Clay County,14237,14212,14170,14183,14111,-25,-42,13,-72,33,142,154,159,39,268,235,230,-6,-126,-81,-71,0,-1,-3,-3,-20,78,103,2,-20,77,100,-1,1,7,-6,0,258,258,258,258,258,10.00634205,10.863048,11.23913197,18.88520894,16.57672909,16.25786386,-8.878866887,-5.713681092,-5.018731887,-0.070467198,-0.211617818,-0.212059094,5.496441407,7.265545092,0.141372729,5.425974209,7.053927274,-0.070686365
50,3,6,1,29,Alabama,Cleburne County,15057,15064,15156,15372,15639,7,92,216,267,37,176,183,177,48,261,242,229,-11,-85,-59,-52,0,0,-1,-1,14,175,267,322,14,175,266,321,4,2,9,-2,174,174,174,174,174,11.64791529,11.98899371,11.41530425,17.27332892,15.85429769,14.76895295,-5.625413633,-3.865303983,-3.353648705,0,-0.065513627,-0.064493244,11.58173395,17.49213837,20.76682468,11.58173395,17.42662474,20.70233143
50,3,6,1,31,Alabama,Coffee County,53459,53549,54199,54840,55643,90,650,641,803,159,726,673,676,174,733,691,630,-15,-7,-18,46,1,26,57,68,91,618,602,695,92,644,659,763,13,13,0,-6,764,706,673,702,761,13.47588818,12.34420712,12.23717676,13.60582099,12.67436422,11.40446947,-0.129932806,-0.3301571,0.832707294,0.482607566,1.045497483,1.230958609,11.4712106,11.04192078,12.58112108,11.95381817,12.08741826,13.81207969
50,3,6,1,33,Alabama,Colbert County,57232,57304,57644,57993,58361,72,340,349,368,166,656,633,636,176,880,891,801,-10,-224,-258,-165,2,10,11,47,68,542,590,489,70,552,601,536,12,12,6,-3,407,407,407,407,407,11.4138567,10.94805296,10.93215532,15.31127118,15.41029255,13.76832769,-3.897414483,-4.462239595,-2.836172371,0.173991718,0.190250525,0.807879403,9.430351115,10.20434636,8.405383571,9.604342833,10.39459689,9.213262973
50,3,6,1,35,Alabama,Conecuh County,11597,11554,11320,11224,11174,-43,-234,-96,-50,29,114,134,134,45,226,221,205,-16,-112,-87,-71,0,0,0,0,-27,-123,-4,20,-27,-123,-4,20,0,1,-5,1,128,128,128,128,128,9.967648859,11.88786373,11.96535405,19.76042669,19.60610362,18.30520582,-9.792777826,-7.718239886,-6.339851772,0,0,0,-10.75456851,-0.354861604,1.785873739,-10.75456851,-0.354861604,1.785873739
50,3,6,1,37,Alabama,Coosa County,10378,10335,10314,10307,10268,-43,-21,-7,-39,27,82,86,89,29,180,183,174,-2,-98,-97,-85,0,-1,-2,-1,-33,77,90,49,-33,76,88,48,-8,1,2,-2,312,262,186,286,310,7.942273234,8.34101159,8.65127582,17.43425832,17.74889676,16.91373026,-9.491985084,-9.407885166,-8.262454435,-0.096856991,-0.193977014,-0.097205346,7.45798828,8.728965618,4.763061968,7.36113129,8.534988604,4.665856622
50,3,6,1,39,Alabama,Covington County,37563,37506,37570,37603,37952,-57,64,33,349,88,455,418,418,157,710,711,653,-69,-255,-293,-235,0,1,-1,-1,3,308,336,589,3,309,335,588,9,10,-9,-4,778,778,778,778,778,12.12105067,11.12101419,11.06478724,18.91416698,18.91636625,17.28542122,-6.793116309,-7.795352055,-6.220633975,0.026639672,-0.026605297,-0.026470783,8.205018914,8.939379831,15.59129111,8.231658586,8.912774533,15.56482033
50,3,6,1,41,Alabama,Crenshaw County,13193,13163,13069,13048,13101,-30,-94,-21,53,41,145,156,157,60,240,240,225,-19,-95,-84,-68,1,6,14,27,-13,-14,55,95,-12,-8,69,122,1,9,-6,-1,153,153,153,153,153,11.05519976,11.94624191,12.00810739,18.29826167,18.37883371,17.20907109,-7.243061909,-6.432591798,-5.200963708,0.457456542,1.072098633,2.065088531,-1.067398597,4.211816059,7.266052239,-0.609942056,5.283914692,9.33114077
50,3,6,1,43,Alabama,Cullman County,87857,88136,89639,90663,92016,279,1503,1024,1353,252,998,1003,1015,254,1345,1300,1146,-2,-347,-297,-131,0,-6,-2,16,290,1909,1293,1471,290,1903,1291,1487,-9,-53,30,-3,1262,1244,1244,1244,1257,11.22767543,11.12577786,11.1123884,15.13148643,14.42025047,12.54659813,-3.903810997,-3.294472607,-1.434209734,-0.067501055,-0.022185001,0.175170655,21.47658557,14.34260297,16.10475205,21.40908452,14.32041797,16.27992271
50,3,6,1,45,Alabama,Dale County,49322,49257,49395,49495,49871,-65,138,100,376,149,673,689,692,137,700,707,623,12,-27,-18,69,-1,10,29,49,-78,118,110,257,-79,128,139,306,2,37,-21,1,757,757,757,757,757,13.64392004,13.93467489,13.92830546,14.19129871,14.29871575,12.53950043,-0.547378664,-0.364040853,1.388805024,0.202732839,0.586510264,0.986252843,2.392247496,2.224694105,5.172795524,2.594980335,2.811204369,6.159048367
50,3,6,1,47,Alabama,Dallas County,38458,38171,37515,36729,36165,-287,-656,-786,-564,101,437,428,428,162,686,625,572,-61,-249,-197,-144,1,10,34,37,-202,-417,-635,-458,-201,-407,-601,-421,-25,0,12,1,476,476,476,476,476,11.54771028,11.52955121,11.74307899,18.12752689,16.83637735,15.69402146,-6.579816611,-5.306826141,-3.950942464,0.264249663,0.915898928,1.015172717,-11.01921095,-17.10575939,-12.566192,-10.75496129,-16.18986046,-11.55101929
50,3,6,1,49,Alabama,DeKalb County,71617,71659,71912,72082,72569,42,253,170,487,188,828,834,835,222,1071,1063,945,-34,-243,-229,-110,4,35,71,100,48,422,363,495,52,457,434,595,24,39,-35,2,848,848,848,848,848,11.53436279,11.58381599,11.54502907,14.91944752,14.76450408,13.0659311,-3.385084732,-3.180688084,-1.520902033,0.487563645,0.986152201,1.382638212,5.878624513,5.041876745,6.844059149,6.366188158,6.028028946,8.226697361
50,3,6,1,51,Alabama,Elmore County,87980,87861,88789,89600,90441,-119,928,811,841,213,914,931,935,245,1070,1051,942,-32,-156,-120,-7,0,16,21,29,-84,1055,915,822,-84,1071,936,851,-3,13,-5,-3,5795,5530,5293,5592,5429,10.34814605,10.43786332,10.38652307,12.11435041,11.78323776,10.46428314,-1.766204359,-1.345374435,-0.077760066,0.181149165,0.235440526,0.322148844,11.94452307,10.25848006,9.131253437,12.12567223,10.49392059,9.453402281
50,3,6,1,53,Alabama,Escambia County,36768,36685,36660,36636,36558,-83,-25,-24,-78,93,441,420,428,132,659,644,582,-39,-218,-224,-154,0,0,1,2,-49,171,207,74,-49,171,208,76,5,22,-8,0,2067,2067,2067,2067,2067,12.0253596,11.46037983,11.69494767,17.96986843,17.57258241,15.90294286,-5.944508828,-6.112202576,-4.207995191,0,0.027286619,0.054649288,4.66289454,5.648330059,2.022023663,4.66289454,5.675616678,2.076672951
50,3,6,1,55,Alabama,Etowah County,103434,103453,103010,102903,103241,19,-443,-107,338,289,1097,1156,1170,362,1880,1813,1630,-73,-783,-657,-460,0,19,64,69,58,249,522,733,58,268,586,802,34,72,-36,-4,1592,1567,1531,1570,1592,10.62660138,11.22804291,11.35128842,18.21149552,17.60937872,15.81418814,-7.584894146,-6.381335807,-4.462899721,0.184052348,0.621621753,0.669434958,2.41205446,5.070102422,7.111533685,2.596106809,5.691724175,7.780968643
50,3,6,1,57,Alabama,Fayette County,16326,16331,16127,16082,15967,5,-204,-45,-115,42,181,177,180,53,320,301,276,-11,-139,-124,-96,0,0,0,0,14,-72,84,-18,14,-72,84,-18,2,7,-5,-1,303,303,303,303,303,11.15287448,10.99071688,11.23279978,19.71778914,18.69042814,17.22362632,-8.564914659,-7.699711261,-5.990826547,0,0,0,-4.436502557,5.215933435,-1.123279978,-4.436502557,5.215933435,-1.123279978
50,3,6,1,59,Alabama,Franklin County,32112,32078,31998,31910,31802,-34,-80,-88,-108,97,388,430,430,107,486,491,449,-10,-98,-61,-19,1,33,37,54,-32,-38,-48,-144,-31,-5,-11,-90,7,23,-16,1,424,424,424,424,424,12.11061864,13.45684421,13.49824209,15.16948624,15.36583839,14.09467604,-3.058867595,-1.908994179,-0.596433953,1.030026843,1.157914502,1.695128076,-1.186091516,-1.502159354,-4.520341537,-0.156064673,-0.344244852,-2.825213461
50,3,6,1,61,Alabama,Geneva County,26658,26698,26620,26760,26988,40,-78,140,228,69,271,289,294,94,531,491,451,-25,-260,-202,-157,0,6,14,17,64,165,328,369,64,171,342,386,1,11,0,-1,266,266,266,266,266,10.16542256,10.82802548,10.93994195,19.91822649,18.39640315,16.7820198,-9.752803931,-7.56837767,-5.842077845,0.225064706,0.524541027,0.632581678,6.189279418,12.28924691,13.73074347,6.414344124,12.81378794,14.36332515
50,3,6,1,63,Alabama,Greene County,7731,7700,7614,7452,7341,-31,-86,-162,-111,28,110,84,84,36,151,135,126,-8,-41,-51,-42,0,0,0,0,-21,-49,-113,-68,-21,-49,-113,-68,-2,4,2,-1,60,60,60,60,60,14.36593966,11.15093588,11.35672277,19.72051717,17.92114695,17.03508416,-5.354577511,-6.770211071,-5.678361387,0,0,0,-6.399373123,-15.00066375,-9.193537484,-6.399373123,-15.00066375,-9.193537484
50,3,6,1,65,Alabama,Hale County,14788,14772,14726,14599,14888,-16,-46,-127,289,45,183,209,213,72,269,254,251,-27,-86,-45,-38,0,1,0,1,8,30,-77,327,8,31,-77,328,3,9,-5,-1,181,181,181,181,181,12.40762086,14.25404945,14.44704446,18.23852465,17.32310315,17.02445145,-5.83090379,-3.069053708,-2.577406993,0.067801207,0,0.0678265,2.034036206,-5.251491901,22.17926544,2.101837413,-5.251491901,22.24709194
50,3,6,1,67,Alabama,Henry County,17141,17169,17433,17670,17899,28,264,237,229,40,159,172,173,63,274,269,261,-23,-115,-97,-88,0,0,0,0,50,391,333,319,50,391,333,319,1,-12,1,-2,140,140,140,140,140,9.190220219,9.799732217,9.727571762,15.83723484,15.32632539,14.67570075,-6.647014623,-5.526593169,-4.948128989,0,0,0,22.59984972,18.97273737,17.93696758,22.59984972,18.97273737,17.93696758
50,3,6,1,69,Alabama,Houston County,107202,107284,107470,108047,108462,82,186,577,415,312,1300,1299,1306,316,1579,1535,1349,-4,-279,-236,-43,0,21,64,83,54,385,766,374,54,406,830,457,32,59,-17,1,822,822,822,822,822,12.10687577,12.0547335,12.06416361,14.70519758,14.24481595,12.46137574,-2.598321801,-2.190082453,-0.397212125,0.195572609,0.593920665,0.766711776,3.585497825,7.108487962,3.45482174,3.781070434,7.702408627,4.221533516
50,3,6,1,71,Alabama,Jackson County,52579,52545,52719,52923,53467,-34,174,204,544,127,526,559,549,201,963,957,841,-74,-437,-398,-292,0,12,27,29,25,594,566,809,25,606,593,838,15,5,9,-2,603,603,603,603,603,9.993920049,10.5829121,10.32051885,18.29685363,18.11779406,15.80975656,-8.302933577,-7.53488196,-5.48923771,0.227998176,0.511160334,0.545164019,11.28590971,10.71543515,15.20819626,11.51390789,11.22659548,15.75336028
50,3,6,1,73,Alabama,Jefferson County,674340,674717,669990,665084,662895,377,-4727,-4906,-2189,1919,7890,7899,7967,2031,9170,8754,7573,-112,-1280,-855,394,23,266,633,818,343,-4025,-4468,-3417,366,-3759,-3835,-2599,123,312,-216,16,17043,18263,19384,20559,20631,11.73489838,11.83305195,11.99868371,13.63865883,13.11387983,11.40530084,-1.903760447,-1.280827879,0.593382877,0.395625218,0.948262044,1.231947192,-5.986434219,-6.693261947,-5.146165715,-5.590809002,-5.744999903,-3.914218523
50,3,6,1,75,Alabama,Lamar County,13972,13953,13736,13706,13661,-19,-217,-30,-45,29,167,168,155,51,262,241,238,-22,-95,-73,-83,0,0,-1,-1,-1,-122,52,38,-1,-122,51,37,4,0,-8,1,152,152,152,152,152,12.06255192,12.24400554,11.32751124,18.92448265,17.56431747,17.3932108,-6.861930731,-5.320311931,-6.065699565,0,-0.072880985,-0.073080718,-8.812163675,3.789811238,2.777067271,-8.812163675,3.716930253,2.703986553
50,3,6,1,77,Alabama,Lauderdale County,93562,94025,94853,95875,96814,463,828,1022,939,220,926,943,948,305,1425,1312,1183,-85,-499,-369,-235,1,32,51,58,607,1306,1323,1103,608,1338,1374,1161,-60,-11,17,13,3052,3414,3749,4139,4676,9.805271127,9.888427499,9.839689863,15.08910514,13.75781217,12.27885349,-5.283834009,-3.869384673,-2.439163626,0.338843063,0.534793004,0.602006342,13.8290325,13.87315968,11.44849991,14.16787556,14.40795269,12.05050626
50,3,6,1,79,Alabama,Lawrence County,33074,33089,33073,33187,33502,15,-16,114,315,76,370,383,386,112,607,543,492,-36,-237,-160,-106,0,0,0,-1,44,208,273,420,44,208,273,419,7,13,1,2,219,219,219,219,219,11.18466794,11.56051917,11.576122,18.34890118,16.38997887,14.75505706,-7.164233246,-4.829459704,-3.178935057,0,0,-0.029989953,6.28759711,8.24026562,12.59578041,6.28759711,8.24026562,12.56579046
50,3,6,1,81,Alabama,Lee County,174247,174754,177596,180698,183215,507,2842,3102,2517,460,1786,1942,1899,324,1407,1461,1313,136,379,481,586,20,182,510,575,299,2258,2116,1357,319,2440,2626,1932,52,23,-5,-1,5377,5363,5366,5340,5213,10.13764723,10.84025968,10.43656039,7.986377182,8.155313793,7.21601042,2.151270044,2.684945882,3.220549967,1.033063715,2.846824117,3.160095957,12.81680148,11.81152908,7.457826459,13.84986519,14.6583532,10.61792242
50,3,6,1,83,Alabama,Limestone County,103565,104203,107303,110868,114654,638,3100,3565,3786,289,1098,1189,1204,214,1187,1142,1040,75,-89,47,164,2,19,99,104,575,3284,3255,3523,577,3303,3354,3627,-14,-114,164,-5,3116,2861,2624,3076,3054,10.38268418,10.89970711,10.67745054,11.22426787,10.46885241,9.223046976,-0.84158369,0.430854697,1.454403562,0.179663934,0.907544999,0.922304698,31.05349257,29.83897952,31.24307163,31.23315651,30.74652452,32.16537633
50,3,6,1,85,Alabama,Lowndes County,10321,10285,9945,9783,9717,-36,-340,-162,-66,32,125,121,120,62,181,187,169,-30,-56,-66,-49,0,0,0,1,-9,-274,-94,-17,-9,-274,-94,-16,3,-10,-2,-1,183,183,183,183,183,12.35788433,12.26682887,12.30769231,17.89421651,18.95782644,17.33333333,-5.53633218,-6.690997567,-5.025641026,0,0,0.102564103,-27.08848245,-9.529602595,-1.743589744,-27.08848245,-9.529602595,-1.641025641
50,3,6,1,87,Alabama,Macon County,19527,19464,18905,18532,18370,-63,-559,-373,-162,29,193,162,162,77,294,257,241,-48,-101,-95,-79,0,1,8,24,-17,-438,-287,-107,-17,-437,-279,-83,2,-21,1,0,2069,2062,1995,2048,2053,10.06020485,8.654539627,8.780011924,15.32487164,13.72973262,13.06162268,-5.264666788,-5.075192991,-4.281610753,0.052125414,0.427384673,1.300742507,-22.83093122,-15.33242514,-5.799143678,-22.77880581,-14.90504047,-4.498401171
50,3,6,1,89,Alabama,Madison County,388154,390503,396671,403605,412600,2349,6168,6934,8995,1076,4284,4412,4470,844,4100,4114,3616,232,184,298,854,9,212,690,789,2269,5814,5782,7340,2278,6026,6472,8129,-161,-42,164,12,9764,10157,10364,11112,11879,10.88450584,11.02619596,10.95313065,10.41701072,10.2814529,8.86051911,0.467495115,0.744743064,2.092611538,0.538635677,1.72440508,1.933337826,14.77182935,14.45001475,17.98567762,15.31046503,16.17441983,19.91901544
50,3,6,1,91,Alabama,Marengo County,19325,19270,18985,18791,18684,-55,-285,-194,-107,56,247,226,220,86,353,324,301,-30,-106,-98,-81,0,0,2,14,-26,-181,-90,-41,-26,-181,-88,-27,1,2,-8,1,239,239,239,239,239,12.91334466,11.96526895,11.74116077,18.45510391,17.15374841,16.0640427,-5.541759247,-5.188479458,-4.322881921,0,0.105887336,0.747164777,-9.462815318,-4.764930114,-2.188125417,-9.462815318,-4.659042778,-1.44096064
50,3,6,1,93,Alabama,Marion County,29340,29176,29001,29182,29244,-164,-175,181,62,98,280,318,309,145,522,474,441,-47,-242,-156,-132,0,12,0,1,-100,35,335,192,-100,47,335,193,-17,20,2,1,776,649,544,722,734,9.625797136,10.93102796,10.57748263,17.94523609,16.29341904,15.0960189,-8.319438954,-5.362391076,-4.518536268,0.412534163,0,0.034231335,1.203224642,11.51539109,6.57241639,1.615758805,11.51539109,6.606647725
50,3,6,1,95,Alabama,Marshall County,97611,97702,98286,99428,100756,91,584,1142,1328,340,1459,1514,1535,314,1506,1423,1256,26,-47,91,279,4,46,137,181,27,534,915,866,31,580,1052,1047,34,51,-1,2,962,962,962,1019,1020,14.88866665,15.31505103,15.33589098,15.36828785,14.39452947,12.54845542,-0.479621201,0.920521561,2.787435559,0.469416495,1.385840153,1.808336331,5.449313223,9.255793722,8.652040123,5.918729718,10.64163388,10.46037645
50,3,6,1,97,Alabama,Mobile County,414809,414377,413383,411398,411640,-432,-994,-1985,242,1288,5197,5053,5075,1347,5456,5613,4765,-59,-259,-560,310,11,125,285,325,-457,-1131,-1528,-405,-446,-1006,-1243,-80,73,271,-182,12,7750,7570,7373,7686,7773,12.55677974,12.25294957,12.3323589,13.182565,13.6108858,11.57905224,-0.625785252,-1.357936228,0.753306652,0.302019909,0.691092545,0.789756974,-2.732676138,-3.705225993,-0.98415869,-2.430656229,-3.014133449,-0.194401717
50,3,6,1,99,Alabama,Monroe County,19771,19706,19550,19412,19229,-65,-156,-138,-183,41,217,233,231,82,366,341,319,-41,-149,-108,-88,0,0,1,1,-26,-20,-21,-98,-26,-20,-20,-97,2,13,-10,2,193,193,193,193,193,11.05563481,11.96037164,11.95621231,18.64683106,17.5042349,16.51095986,-7.59119625,-5.543863251,-4.554747548,0,0.051332067,0.051758495,-1.018952517,-1.07797341,-5.072332497,-1.018952517,-1.026641343,-5.020574002
50,3,6,1,101,Alabama,Montgomery County,228952,228342,226935,226301,224980,-610,-1407,-634,-1321,782,3082,2997,3003,713,2918,2682,2360,69,164,315,643,7,129,358,439,-652,-1756,-1226,-2418,-645,-1627,-868,-1979,-34,56,-81,15,8397,8211,7999,8546,8732,13.53901032,13.22489829,13.308781,12.81856979,11.83489396,10.45911527,0.720440523,1.390004325,2.849665729,0.566687972,1.579750947,1.945572714,-7.713985112,-5.409985085,-10.71616133,-7.14729714,-3.830234139,-8.770588613
50,3,6,1,103,Alabama,Morgan County,123424,123288,123375,124231,125133,-136,87,856,902,343,1425,1437,1461,382,1813,1689,1506,-39,-388,-252,-45,1,18,79,106,-103,368,1043,840,-102,386,1122,946,5,89,-14,1,2287,2094,1934,2139,2229,11.55422581,11.60715007,11.71781011,14.70021852,13.64264194,12.07872829,-3.145992711,-2.03549187,-0.360918176,0.145948115,0.638110547,0.850162814,2.983828138,8.424674685,6.737139282,3.129776253,9.062785231,7.587302097
50,3,6,1,105,Alabama,Perry County,8513,8458,8328,7904,7738,-55,-130,-424,-166,30,100,91,89,31,168,152,141,-1,-68,-61,-52,0,0,1,1,-49,-65,-390,-114,-49,-65,-389,-113,-5,3,26,-1,543,536,523,302,314,11.91469081,11.21241991,11.37961898,20.01668057,18.72843765,18.02838512,-8.101989753,-7.516017743,-6.648766142,0,0.123213406,0.127860887,-7.744549029,-48.05322819,-14.57614116,-7.744549029,-47.93001479,-14.44828027
50,3,6,1,107,Alabama,Pickens County,19130,18969,18618,18749,18688,-161,-351,131,-61,33,169,181,186,78,341,308,283,-45,-172,-127,-97,0,3,11,14,-99,-182,233,22,-99,-179,244,36,-17,0,14,0,1772,1667,1573,1916,1983,8.992470801,9.687692349,9.936693645,18.14457126,16.48513394,15.1187328,-9.15210046,-6.797441593,-5.182039159,0.159629659,0.588754784,0.747923178,-9.684199324,12.47089678,1.175307851,-9.524569665,13.05965156,1.923231028
50,3,6,1,109,Alabama,Pike County,33002,32900,32746,33008,33137,-102,-154,262,129,89,355,359,360,100,454,439,396,-11,-99,-80,-36,2,26,63,66,-86,-100,278,100,-84,-74,341,166,-7,19,1,-1,2143,2067,1964,2118,2079,10.81558663,10.91948779,10.88517651,13.83176431,13.35279983,11.97369416,-3.01617768,-2.433312042,-1.088517651,0.792127472,1.916233233,1.995615693,-3.046644122,8.455759345,3.023660141,-2.25451665,10.37199258,5.019275833
